3621,1220,3821
3869,1260,4069
4389,1340,4589
4661,1380,4861
4941,1420,5141
5229,1460,5429
5829,1540,6029
6141,1580,6341
6461,1620,6661
6789,1660,6989
7469,1740,7669
7821,1780,8021
8181,1820,8381
8549,1860,8749
9309,1940,9509
9701,1980,9901
23,264,265
75,308,317
135,352,377
203,396,445
279,440,521
455,528,697
555,572,797
663,616,905
779,660,1021
903,704,1145
1035,748,1277
1175,792,1417
1323,836,1565
1479,880,1721
1643,924,1885
1995,1012,2237
2183,1056,2425
2379,1100,2621
2583,1144,2825
2795,1188,3037
3015,1232,3257
3243,1276,3485
3479,1320,3721
3723,1364,3965
3975,1408,4217
4503,1496,4745
4779,1540,5021
5063,1584,5305
5355,1628,5597
5655,1672,5897
5963,1716,6205
6279,1760,6521
6603,1804,6845
6935,1848,7177
7275,1892,7517
7979,1980,8221
8343,2024,8585
8715,2068,8957
9095,2112,9337
9483,2156,9725
9879,2200,10121
25,312,313
145,408,433
217,456,505
385,552,673
481,600,769
697,696,985
817,744,1105
1081,840,1369
1225,888,1513
1537,984,1825
1705,1032,1993
2065,1128,2353
2257,1176,2545
2665,1272,2953
2881,1320,3169
3337,1416,3625
3577,1464,3865
4081,1560,4369
4345,1608,4633
4897,1704,5185
5185,1752,5473
5785,1848,6073
6097,1896,6385
6745,1992,7033
7081,2040,7369
7777,2136,8065
8137,2184,8425
8881,2280,9169
9265,2328,9553
27,364,365
87,416,425
155,468,493
231,520,569
315,572,653
407,624,745
615,728,953
731,780,1069
855,832,1193
987,884,1325
1127,936,1465
1275,988,1613
1431,1040,1769
1595,1092,1933
1767,1144,2105
1947,1196,2285
2135,1248,2473
2331,1300,2669
2747,1404,3085
2967,1456,3305
3195,1508,3533
3431,1560,3769
3675,1612,4013
3927,1664,4265
4187,1716,4525
4455,1768,4793
4731,1820,5069
5015,1872,5353
5307,1924,5645
5607,1976,5945
6231,2080,6569
6555,2132,6893
6887,2184,7225
7227,2236,7565
7575,2288,7913
7931,2340,8269
8295,2392,8633
8667,2444,9005
9047,2496,9385
9435,2548,9773
9831,2600,10169
29,420,421
93,476,485
165,532,557
333,644,725
429,700,821
533,756,925
645,812,1037
765,868,1157
893,924,1285
1173,1036,1565
1325,1092,1717
1485,1148,1877
1653,1204,2045
1829,1260,2221
2013,1316,2405
2405,1428,2797
2613,1484,3005
2829,1540,3221
3053,1596,3445
3285,1652,3677
3525,1708,3917
4029,1820,4421
4293,1876,4685
4565,1932,4957
4845,1988,5237
5133,2044,5525
5429,2100,5821
6045,2212,6437
6365,2268,6757
6693,2324,7085
7029,2380,7421
7373,2436,7765
7725,2492,8117
8453,2604,8845
8829,2660,9221
9213,2716,9605
9605,2772,9997
31,480,481
259,660,709
451,780,901
559,840,1009
799,960,1249
931,1020,1381
1219,1140,1669
1711,1320,2161
1891,1380,2341
2479,1560,2929
2911,1680,3361
3139,1740,3589
3619,1860,4069
3871,1920,4321
4399,2040,4849
5251,2220,5701
5551,2280,6001
6499,2460,6949
7171,2580,7621
7519,2640,7969
8239,2760,8689
8611,2820,9061
9379,2940,9829
33,544,545
105,608,617
185,672,697
273,736,785
369,800,881
473,864,985
585,928,1097
705,992,1217
833,1056,1345
969,1120,1481
1113,1184,1625
1265,1248,1777
1425,1312,1937
1593,1376,2105
1769,1440,2281
1953,1504,2465
2145,1568,2657
2345,1632,2857
2553,1696,3065
2769,1760,3281
2993,1824,3505
3225,1888,3737
3465,1952,3977
3713,2016,4225
3969,2080,4481
4233,2144,4745
4505,2208,5017
4785,2272,5297
5073,2336,5585
5369,2400,5881
5673,2464,6185
5985,2528,6497
6305,2592,6817
6633,2656,7145
6969,2720,7481
7313,2784,7825
7665,2848,8177
8025,2912,8537
8393,2976,8905
8769,3040,9281
9153,3104,9665
9545,3168,10057
35,612,613
111,680,689
195,748,773
287,816,865
387,884,965
495,952,1073
611,1020,1189
735,1088,1313
1007,1224,1585
1155,1292,1733
1311,1360,1889
1475,1428,2053
1647,1496,2225
1827,1564,2405
2015,1632,2593
2211,1700,2789
2415,1768,2993
2627,1836,3205
2847,1904,3425
3075,1972,3653
3311,2040,3889
3555,2108,4133
3807,2176,4385
4067,2244,4645
4611,2380,5189
4895,2448,5473
5187,2516,5765
5487,2584,6065
5795,2652,6373
6111,2720,6689
6435,2788,7013
6767,2856,7345
7107,2924,7685
7455,2992,8033
7811,3060,8389
8175,3128,8753
8547,3196,9125
8927,3264,9505
9315,3332,9893
9711,3400,10289
37,684,685
205,828,853
301,900,949
517,1044,1165
637,1116,1285
901,1260,1549
1045,1332,1693
1357,1476,2005
1525,1548,2173
1885,1692,2533
2077,1764,2725
2485,1908,3133
2701,1980,3349
3157,2124,3805
3397,2196,4045
3901,2340,4549
4165,2412,4813
4717,2556,5365
5005,2628,5653
5605,2772,6253
5917,2844,6565
6565,2988,7213
6901,3060,7549
7597,3204,8245
7957,3276,8605
8701,3420,9349
9085,3492,9733
39,760,761
123,836,845
215,912,937
315,988,1037
423,1064,1145
539,1140,1261
663,1216,1385
795,1292,1517
935,1368,1657
1239,1520,1961
1403,1596,2125
1575,1672,2297
1755,1748,2477
1943,1824,2665
2139,1900,2861
2343,1976,3065
2555,2052,3277
2775,2128,3497
3003,2204,3725
3239,2280,3961
3483,2356,4205
3735,2432,4457
3995,2508,4717
4263,2584,4985
4539,2660,5261
4823,2736,5545
5115,2812,5837
5723,2964,6445
6039,3040,6761
6363,3116,7085
6695,3192,7417
7035,3268,7757
7383,3344,8105
7739,3420,8461
8103,3496,8825
8475,3572,9197
8855,3648,9577
9243,3724,9965
9639,3800,10361
41,840,841
129,920,929
329,1080,1129
441,1160,1241
561,1240,1361
689,1320,1489
969,1480,1769
1121,1560,1921
1281,1640,2081
1449,1720,2249
1809,1880,2609
2001,1960,2801
2201,2040,3001
2409,2120,3209
2849,2280,3649
3081,2360,3881
3321,2440,4121
3569,2520,4369
4089,2680,4889
4361,2760,5161
4641,2840,5441
4929,2920,5729
5529,3080,6329
5841,3160,6641
6161,3240,6961
6489,3320,7289
7169,3480,7969
7521,3560,8321
7881,3640,8681
8249,3720,9049
9009,3880,9809
9401,3960,10201
43,924,925
235,1092,1117
583,1344,1465
715,1428,1597
1003,1596,1885
1159,1680,2041
1495,1848,2377
1675,1932,2557
2059,2100,2941
2263,2184,3145
2923,2436,3805
3403,2604,4285
3655,2688,4537
4183,2856,5065
5035,3108,5917
5335,3192,6217
5959,3360,6841
6283,3444,7165
6955,3612,7837
7303,3696,8185
8023,3864,8905
8395,3948,9277
9559,4200,10441
45,1012,1013
141,1100,1109
245,1188,1213
357,1276,1325
477,1364,1445
741,1540,1709
885,1628,1853
1037,1716,2005
1197,1804,2165
1365,1892,2333
1541,1980,2509
1725,2068,2693
1917,2156,2885
2117,2244,3085
2325,2332,3293
2765,2508,3733
2997,2596,3965
3237,2684,4205
3485,2772,4453
3741,2860,4709
4005,2948,4973
4277,3036,5245
4557,3124,5525
4845,3212,5813
5141,3300,6109
5757,3476,6725
6077,3564,7045
6405,3652,7373
6741,3740,7709
7085,3828,8053
7437,3916,8405
7797,4004,8765
8165,4092,9133
8541,4180,9509
8925,4268,9893
47,1104,1105
147,1196,1205
255,1288,1313
371,1380,1429
495,1472,1553
627,1564,1685
767,1656,1825
915,1748,1973
1071,1840,2129
1235,1932,2293
1407,2024,2465
1775,2208,2833
1971,2300,3029
2175,2392,3233
2387,2484,3445
2607,2576,3665
2835,2668,3893
3071,2760,4129
3315,2852,4373
3567,2944,4625
3827,3036,4885
4095,3128,5153
4371,3220,5429
4655,3312,5713
4947,3404,6005
5247,3496,6305
5555,3588,6613
5871,3680,6929
6195,3772,7253
6527,3864,7585
6867,3956,7925
7215,4048,8273
7571,4140,8629
8307,4324,9365
8687,4416,9745
9075,4508,10133
9471,4600,10529
49,1200,1201
265,1392,1417
385,1488,1537
649,1680,1801
793,1776,1945
1105,1968,2257
1273,2064,2425
1633,2256,2785
1825,2352,2977
2233,2544,3385
2449,2640,3601
2905,2832,4057
3145,2928,4297
3649,3120,4801
3913,3216,5065
4465,3408,5617
4753,3504,5905
5353,3696,6505
5665,3792,6817
6313,3984,7465
6649,4080,7801
7345,4272,8497
7705,4368,8857
8449,4560,9601
8833,4656,9985
51,1300,1301
159,1400,1409
399,1600,1649
531,1700,1781
671,1800,1921
819,1900,2069
1139,2100,2389
1311,2200,2561
1491,2300,2741
1679,2400,2929
2079,2600,3329
2291,2700,3541
2511,2800,3761
2739,2900,3989
3219,3100,4469
3471,3200,4721
3731,3300,4981
3999,3400,5249
4559,3600,5809
4851,3700,6101
5151,3800,6401
5459,3900,6709
6099,4100,7349
6431,4200,7681
6771,4300,8021
7119,4400,8369
7839,4600,9089
8211,4700,9461
8591,4800,9841
8979,4900,10229
53,1404,1405
165,1508,1517
285,1612,1637
413,1716,1765
549,1820,1901
693,1924,2045
1005,2132,2357
1173,2236,2525
1349,2340,2701
1533,2444,2885
1725,2548,3077
1925,2652,3277
2133,2756,3485
2349,2860,3701
2573,2964,3925
2805,3068,4157
3045,3172,4397
3293,3276,4645
3813,3484,5165
4085,3588,5437
4365,3692,5717
4653,3796,6005
4949,3900,6301
5253,4004,6605
5565,4108,6917
5885,4212,7237
6213,4316,7565
6549,4420,7901
6893,4524,8245
7245,4628,8597
7973,4836,9325
8349,4940,9701
8733,5044,10085
9125,5148,10477
55,1512,1513
295,1728,1753
427,1836,1885
715,2052,2173
871,2160,2329
1207,2376,2665
1387,2484,2845
1771,2700,3229
1975,2808,3433
2407,3024,3865
2635,3132,4093
3115,3348,4573
3367,3456,4825
3895,3672,5353
4171,3780,5629
4747,3996,6205
5047,4104,6505
5671,4320,7129
5995,4428,7453
6667,4644,8125
7015,4752,8473
7735,4968,9193
8107,5076,9565
8875,5292,10333
9271,5400,10729
57,1624,1625
177,1736,1745
305,1848,1873
585,2072,2153
737,2184,2305
897,2296,2465
1065,2408,2633
1241,2520,2809
1425,2632,2993
1817,2856,3385
2025,2968,3593
2241,3080,3809
2465,3192,4033
2697,3304,4265
2937,3416,4505
3441,3640,5009
3705,3752,5273
3977,3864,5545
4257,3976,5825
4545,4088,6113
4841,4200,6409
5457,4424,7025
5777,4536,7345
6105,4648,7673
6441,4760,8009
6785,4872,8353
7137,4984,8705
7865,5208,9433
8241,5320,9809
8625,5432,10193
9017,5544,10585
59,1740,1741
183,1856,1865
315,1972,1997
455,2088,2137
603,2204,2285
759,2320,2441
923,2436,2605
1095,2552,2777
1275,2668,2957
1463,2784,3145
1659,2900,3341
1863,3016,3545
2075,3132,3757
2295,3248,3977
2759,3480,4441
3003,3596,4685
3255,3712,4937
3515,3828,5197
3783,3944,5465
4059,4060,5741
4343,4176,6025
4635,4292,6317
4935,4408,6617
5243,4524,6925
5559,4640,7241
5883,4756,7565
6215,4872,7897
6555,4988,8237
6903,5104,8585
7259,5220,8941
7623,5336,9305
7995,5452,9677
8375,5568,10057
8763,5684,10445
9159,5800,10841
61,1860,1861
469,2220,2269
781,2460,2581
949,2580,2749
1309,2820,3109
1501,2940,3301
1909,3180,3709
2581,3540,4381
2821,3660,4621
3589,4020,5389
4141,4260,5941
4429,4380,6229
5029,4620,6829
5341,4740,7141
5989,4980,7789
7021,5340,8821
7381,5460,9181
8509,5820,10309
63,1984,1985
195,2108,2117
335,2232,2257
483,2356,2405
639,2480,2561
803,2604,2725
975,2728,2897
1155,2852,3077
1343,2976,3265
1539,3100,3461
1743,3224,3665
1955,3348,3877
2175,3472,4097
2403,3596,4325
2639,3720,4561
3135,3968,5057
3395,4092,5317
3663,4216,5585
3939,4340,5861
4223,4464,6145
4515,4588,6437
4815,4712,6737
5123,4836,7045
5439,4960,7361
5763,5084,7685
6095,5208,8017
6435,5332,8357
6783,5456,8705
7139,5580,9061
7503,5704,9425
7875,5828,9797
8255,5952,10177
8643,6076,10565
9039,6200,10961
65,2112,2113
201,2240,2249
345,2368,2393
497,2496,2545
657,2624,2705
825,2752,2873
1001,2880,3049
1185,3008,3233
1377,3136,3425
1577,3264,3625
1785,3392,3833
2001,3520,4049
2225,3648,4273
2457,3776,4505
2697,3904,4745
2945,4032,4993
3201,4160,5249
3465,4288,5513
3737,4416,5785
4017,4544,6065
4305,4672,6353
4601,4800,6649
4905,4928,6953
5217,5056,7265
5537,5184,7585
5865,5312,7913
6201,5440,8249
6545,5568,8593
6897,5696,8945
7257,5824,9305
7625,5952,9673
8001,6080,10049
8385,6208,10433
8777,6336,10825
67,2244,2245
355,2508,2533
511,2640,2689
1027,3036,3205
1411,3300,3589
1615,3432,3793
2047,3696,4225
2275,3828,4453
2755,4092,4933
3007,4224,5185
3535,4488,5713
3811,4620,5989
4387,4884,6565
4687,5016,6865
5311,5280,7489
5635,5412,7813
6307,5676,8485
7375,6072,9553
7747,6204,9925
8515,6468,10693
8911,6600,11089
69,2380,2381
213,2516,2525
365,2652,2677
525,2788,2837
693,2924,3005
869,3060,3181
1053,3196,3365
1245,3332,3557
1653,3604,3965
1869,3740,4181
2093,3876,4405
2325,4012,4637
2565,4148,4877
2813,4284,5125
3069,4420,5381
3333,4556,5645
3605,4692,5917
3885,4828,6197
4173,4964,6485
4469,5100,6781
4773,5236,7085
5085,5372,7397
5405,5508,7717
5733,5644,8045
6413,5916,8725
6765,6052,9077
7125,6188,9437
7493,6324,9805
7869,6460,10181
8253,6596,10565
8645,6732,10957
71,2520,2521
219,2660,2669
711,3080,3161
891,3220,3341
1079,3360,3529
1479,3640,3929
1691,3780,4141
2139,4060,4589
2619,4340,5069
2871,4480,5321
3131,4620,5581
3399,4760,5849
3959,5040,6409
4251,5180,6701
4551,5320,7001
4859,5460,7309
5499,5740,7949
6171,6020,8621
6519,6160,8969
7239,6440,9689
7611,6580,10061
7991,6720,10441
73,2664,2665
385,2952,2977
553,3096,3145
913,3384,3505
1105,3528,3697
1513,3816,4105
1729,3960,4321
2185,4248,4777
2425,4392,5017
2929,4680,5521
3193,4824,5785
3745,5112,6337
4033,5256,6625
4633,5544,7225
4945,5688,7537
5593,5976,8185
5929,6120,8521
6625,6408,9217
6985,6552,9577
7729,6840,10321
8113,6984,10705
75,2812,2813
231,2960,2969
395,3108,3133
567,3256,3305
747,3404,3485
935,3552,3673
1131,3700,3869
1335,3848,4073
1547,3996,4285
1767,4144,4505
1995,4292,4733
2231,4440,4969
2475,4588,5213
2727,4736,5465
2987,4884,5725
3255,5032,5993
3531,5180,6269
3815,5328,6553
4407,5624,7145
4715,5772,7453
5031,5920,7769
5355,6068,8093
5687,6216,8425
6027,6364,8765
6375,6512,9113
6731,6660,9469
7095,6808,9833
7467,6956,10205
7847,7104,10585
8235,7252,10973
8631,7400,11369
77,2964,2965
237,3116,3125
405,3268,3293
581,3420,3469
765,3572,3653
957,3724,3845
1157,3876,4045
1365,4028,4253
1581,4180,4469
2037,4484,4925
2277,4636,5165
2525,4788,5413
2781,4940,5669
3045,5092,5933
3317,5244,6205
3597,5396,6485
3885,5548,6773
4181,5700,7069
4485,5852,7373
4797,6004,7685
5117,6156,8005
5445,6308,8333
5781,6460,8669
6125,6612,9013
6477,6764,9365
6837,6916,9725
7205,7068,10093
7965,7372,10853
8357,7524,11245
79,3120,3121
415,3432,3457
595,3588,3637
979,3900,4021
1615,4368,4657
1843,4524,4885
2323,4836,5365
2575,4992,5617
3103,5304,6145
3379,5460,6421
3955,5772,6997
4255,5928,7297
4879,6240,7921
5203,6396,8245
5875,6708,8917
6223,6864,9265
6943,7176,9985
7315,7332,10357
8083,7644,11125
8479,7800,11521
81,3280,3281
249,3440,3449
609,3760,3809
801,3920,4001
1001,4080,4201
1209,4240,4409
1649,4560,4849
1881,4720,5081
2121,4880,5321
2369,5040,5569
2889,5360,6089
3161,5520,6361
3441,5680,6641
3729,5840,6929
4329,6160,7529
4641,6320,7841
4961,6480,8161
5289,6640,8489
5969,6960,9169
6321,7120,9521
6681,7280,9881
7049,7440,10249
7809,7760,11009
8201,7920,11401
83,3444,3445
255,3608,3617
435,3772,3797
623,3936,3985
819,4100,4181
1023,4264,4385
1235,4428,4597
1455,4592,4817
1683,4756,5045
1919,4920,5281
2163,5084,5525
2415,5248,5777
2675,5412,6037
2943,5576,6305
3219,5740,6581
3503,5904,6865
3795,6068,7157
4095,6232,7457
4403,6396,7765
4719,6560,8081
5375,6888,8737
5715,7052,9077
6063,7216,9425
6419,7380,9781
6783,7544,10145
7155,7708,10517
7535,7872,10897
7923,8036,11285
8319,8200,11681
85,3612,3613
445,3948,3973
1045,4452,4573
1261,4620,4789
1717,4956,5245
1957,5124,5485
2461,5460,5989
2725,5628,6253
3277,5964,6805
3565,6132,7093
4477,6636,8005
5125,6972,8653
5461,7140,8989
6157,7476,9685
7261,7980,10789
7645,8148,11173
87,3784,3785
267,3956,3965
455,4128,4153
651,4300,4349
855,4472,4553
1067,4644,4765
1287,4816,4985
1515,4988,5213
1751,5160,5449
1995,5332,5693
2247,5504,5945
2507,5676,6205
2775,5848,6473
3051,6020,6749
3335,6192,7033
3627,6364,7325
3927,6536,7625
4235,6708,7933
4551,6880,8249
4875,7052,8573
5207,7224,8905
5895,7568,9593
6251,7740,9949
6615,7912,10313
6987,8084,10685
7367,8256,11065
7755,8428,11453
8151,8600,11849
89,3960,3961
273,4136,4145
465,4312,4337
665,4488,4537
873,4664,4745
1313,5016,5185
1545,5192,5417
1785,5368,5657
2033,5544,5905
2289,5720,6161
2553,5896,6425
2825,6072,6697
3105,6248,6977
3393,6424,7265
3689,6600,7561
4305,6952,8177
4625,7128,8497
4953,7304,8825
5289,7480,9161
5633,7656,9505
5985,7832,9857
6345,8008,10217
6713,8184,10585
7089,8360,10961
7473,8536,11345
91,4140,4141
679,4680,4729
1111,5040,5161
1339,5220,5389
1819,5580,5869
2071,5760,6121
2599,6120,6649
3451,6660,7501
3751,6840,7801
4699,7380,8749
5371,7740,9421
5719,7920,9769
6439,8280,10489
6811,8460,10861
7579,8820,11629
93,4324,4325
285,4508,4517
485,4692,4717
693,4876,4925
909,5060,5141
1133,5244,5365
1365,5428,5597
1605,5612,5837
1853,5796,6085
2109,5980,6341
2373,6164,6605
2925,6532,7157
3213,6716,7445
3509,6900,7741
3813,7084,8045
4125,7268,8357
4445,7452,8677
4773,7636,9005
5109,7820,9341
5453,8004,9685
5805,8188,10037
6165,8372,10397
6533,8556,10765
6909,8740,11141
7293,8924,11525
7685,9108,11917
95,4512,4513
291,4700,4709
495,4888,4913
707,5076,5125
927,5264,5345
1155,5452,5573
1391,5640,5809
1635,5828,6053
1887,6016,6305
2147,6204,6565
2415,6392,6833
2691,6580,7109
2975,6768,7393
3267,6956,7685
3567,7144,7985
3875,7332,8293
4191,7520,8609
4515,7708,8933
4847,7896,9265
5187,8084,9605
5535,8272,9953
5891,8460,10309
6255,8648,10673
7007,9024,11425
7395,9212,11813
7791,9400,12209
97,4704,4705
505,5088,5113
721,5280,5329
1177,5664,5785
1417,5856,6025
1921,6240,6529
2185,6432,6793
2737,6816,7345
3025,7008,7633
3625,7392,8233
3937,7584,8545
4585,7968,9193
4921,8160,9529
5617,8544,10225
5977,8736,10585
6721,9120,11329
7105,9312,11713
99,4900,4901
303,5096,5105
515,5292,5317
963,5684,5765
1199,5880,6001
1443,6076,6245
1695,6272,6497
1955,6468,6757
2223,6664,7025
2783,7056,7585
3075,7252,7877
3375,7448,8177
3683,7644,8485
3999,7840,8801
4323,8036,9125
4995,8428,9797
5343,8624,10145
5699,8820,10501
6063,9016,10865
6435,9212,11237
6815,9408,11617
7599,9800,12401
101,5100,5101
309,5300,5309
749,5700,5749
981,5900,5981
1221,6100,6221
1469,6300,6469
1989,6700,6989
2261,6900,7261
2541,7100,7541
2829,7300,7829
3429,7700,8429
3741,7900,8741
4061,8100,9061
4389,8300,9389
5069,8700,10069
5421,8900,10421
5781,9100,10781
6149,9300,11149
6909,9700,11909
7301,9900,12301
103,5304,5305
535,5712,5737
763,5916,5965
1243,6324,6445
1495,6528,6697
2299,7140,7501
2875,7548,8077
3175,7752,8377
3799,8160,9001
4123,8364,9325
4795,8772,9997
5143,8976,10345
5863,9384,11065
6235,9588,11437
7003,9996,12205
7399,10200,12601
105,5512,5513
321,5720,5729
545,5928,5953
777,6136,6185
1017,6344,6425
1265,6552,6673
1785,6968,7193
2057,7176,7465
2337,7384,7745
2625,7592,8033
2921,7800,8329
3225,8008,8633
3537,8216,8945
3857,8424,9265
4185,8632,9593
4521,8840,9929
4865,9048,10273
5217,9256,10625
5945,9672,11353
6321,9880,11729
6705,10088,12113
7097,10296,12505
107,5724,5725
327,5936,5945
555,6148,6173
791,6360,6409
1035,6572,6653
1287,6784,6905
1547,6996,7165
1815,7208,7433
2091,7420,7709
2375,7632,7993
2667,7844,8285
2967,8056,8585
3275,8268,8893
3591,8480,9209
3915,8692,9533
4247,8904,9865
4587,9116,10205
4935,9328,10553
5291,9540,10909
5655,9752,11273
6027,9964,11645
6407,10176,12025
6795,10388,12413
7191,10600,12809
109,5940,5941
565,6372,6397
805,6588,6637
1309,7020,7141
1573,7236,7405
2125,7668,7957
2413,7884,8245
3013,8316,8845
3325,8532,9157
3973,8964,9805
4309,9180,10141
5005,9612,10837
5365,9828,11197
6109,10260,11941
6493,10476,12325
111,6160,6161
339,6380,6389
819,6820,6869
1071,7040,7121
1599,7480,7649
2159,7920,8209
2451,8140,8501
2751,8360,8801
3059,8580,9109
3699,9020,9749
4031,9240,10081
4371,9460,10421
5439,10120,11489
5811,10340,11861
6191,10560,12241
6579,10780,12629
113,6384,6385
345,6608,6617
585,6832,6857
1089,7280,7361
1353,7504,7625
1625,7728,7897
1905,7952,8177
2193,8176,8465
2489,8400,8761
3105,8848,9377
3425,9072,9697
3753,9296,10025
4089,9520,10361
4433,9744,10705
4785,9968,11057
5513,10416,11785
5889,10640,12161
6273,10864,12545
6665,11088,12937
115,6612,6613
595,7068,7093
847,7296,7345
1375,7752,7873
1651,7980,8149
2227,8436,8725
3151,9120,9649
3475,9348,9973
4147,9804,10645
